ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (°/s),GYROSCOPE Y (°/s),GYROSCOPE Z (°/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.607529,0.596756,10.248978,0.545257,0.80725,9.758146,-0.259496,-0.072189,-0.031221,-2.3378,3.6667,3.7375,81,-4.0939,13.7955,-18.5898,6.9883,-4.8171,-3.4959,5,982.1767,43.49393,50.742893,-1.894647,98.1,NaN,,,19.097,,0 / 26,6966,2018-03-06 15:00:18:134
0.562042,0.740402,9.782104,0.543439,0.79858,9.758961,-0.017631,-0.020099,-0.213293,-0.2632,-1.3988,0.6251,79,-3.9444,13.7955,-18.5898,10.7509,-4.6886,-3.1581,5,982.1301,43.49393,50.742893,-1.894647,98.1,NaN,,,19.097,,0 / 26,7006,2018-03-06 15:00:18:174
1.021729,0.426758,9.822815,0.569835,0.795128,9.757738,0.410507,-0.398294,-0.213331,-1.8499,1.2869,-3.0372,79,-3.7933,13.7955,-17.8406,7.011,-4.6665,-3.2814,5,982.1567,41.27805,50.742893,-1.894647,98.1,NaN,,,19.097,,0 / 26,7046,2018-03-06 15:00:18:214
0.523743,0.295074,9.834778,0.54808,0.76432,9.761445,-0.001161,-0.465925,-0.178411,-4.8408,-0.7274,-2.3046,79,-3.7933,13.7955,-18.1396,10.8373,-4.6159,-3.317,5,982.1767,41.27805,50.742893,-1.894647,98.1,NaN,,,19.097,,0 / 26,7086,2018-03-06 15:00:18:254
1.064835,0.716461,10.172363,0.52878,0.743192,9.764141,0.61118,0.005847,0.084426,-3.0704,13.6158,-3.5259,79,-3.7933,13.7955,-18.1396,11.0001,-4.3982,-3.2138,5,982.1767,41.27805,50.742893,-1.894647,98.1,NaN,,,19.097,,0 / 26,7126,2018-03-06 15:00:18:294
-0.000595,0.536896,10.251373,0.437895,0.721815,9.770242,-0.459331,-0.19273,0.261909,-1.606,0.737,-5.4178,79,-3.3432,13.7955,-18.1396,8.6355,-4.2513,-2.6238,5,982.1934,41.27805,50.742893,-1.894647,98.1,NaN,,,19.097,,0 / 26,7167,2018-03-06 15:00:18:335
0.162216,0.596756,10.11969,0.434267,0.717759,9.770702,-0.265327,-0.131196,0.102191,-0.0184,3.24,-3.6474,73,-2.2934,13.7955,-18.1396,4.4845,-4.1973,-2.5449,5,982.2067,41.27805,50.742893,-1.894647,98.1,NaN,,,19.097,,0 / 26,7206,2018-03-06 15:00:18:374
0.013779,0.565628,10.067017,0.402793,0.712306,9.772449,-0.342013,-0.231023,0.019165,-0.9346,2.4462,-2.8545,73,-2.7435,14.3951,-17.8406,4.4845,-4.1973,-2.5449,5,982.2067,41.27805,50.742893,-1.894647,98.1,NaN,,,19.097,,0 / 26,7246,2018-03-06 15:00:18:414
0.164612,0.524918,10.031113,0.339252,0.708129,9.775166,-0.388141,-0.199163,0.017046,-0.5683,10.6861,-3.5871,73,-2.7435,14.0961,-17.8406,8.4003,-4.1653,-2.3602,5,982.22,41.27805,50.742893,-1.894647,98.1,NaN,,,19.097,,0 / 26,7286,2018-03-06 15:00:18:454
0.035324,0.431549,10.193909,0.295459,0.6993,9.777222,-0.237892,-0.186562,0.13981,-0.751,4.1554,-2.4882,68,-2.7435,14.0961,-18.4402,8.8365,-4.1409,-1.9877,5,982.22,41.27805,50.742893,-1.894647,98.1,NaN,,,19.097,,0 / 26,7326,2018-03-06 15:00:18:494
-0.383667,0.481827,10.117294,0.264085,0.697322,9.778261,-0.542109,-0.055316,0.130573,0.042,2.6298,-0.3515,66,-2.7435,14.0961,-18.4402,9.1427,-4.0892,-1.7309,5,982.22,44.32825,50.742893,-1.894647,98.1,NaN,,,19.097,,0 / 26,7366,2018-03-06 15:00:18:534
0.159821,0.579987,10.201096,0.260309,0.696102,9.778449,-0.194695,-0.14871,0.140134,0.348,-3.8406,0.014,66,-2.7435,13.945,-18.7408,9.3575,-4.0776,-1.547,5,982.24,44.32825,50.742893,-1.894647,98.1,NaN,,,19.097,,0 / 26,7406,2018-03-06 15:00:18:574
0.114334,0.386063,9.916183,0.257318,0.697,9.778464,0.074055,-0.179749,-0.010829,0.5307,4.7656,-1.634,66,-2.7435,13.945,-18.5898,9.2087,-4.0658,-1.5552,5,982.24,44.32825,50.742893,-1.894647,98.1,NaN,,,19.097,,0 / 26,7447,2018-03-06 15:00:18:615
-0.103546,0.587173,9.911392,0.224946,0.692938,9.779552,-0.310453,-0.18625,-0.118242,-0.5683,2.385,-2.2442,63,-2.7435,13.945,-17.9901,9.4881,-4.0783,-1.4338,5,982.2534,44.32825,50.742893,-1.894647,98.1,NaN,,,19.097,,0 / 26,7486,2018-03-06 15:00:18:654
0.219681,0.539291,9.901825,0.286117,0.680674,9.778813,-0.007301,-0.099045,-0.113029,-2.0327,-12.0194,-0.6574,66,-2.1439,14.0961,-17.8406,5.8495,-4.0267,-1.3971,5,982.2466,44.32825,50.742893,-1.894647,98.1,NaN,,,19.097,,0 / 26,7527,2018-03-06 15:00:18:695
0.353745,0.661392,10.301651,0.199981,0.667892,9.781836,0.159346,-0.023832,0.259991,-0.3847,33.9407,-0.1075,66,-2.2934,14.0961,-17.9901,5.3446,-3.9361,-1.835,5,982.3133,44.32825,50.742893,-1.894647,98.1,NaN,,,19.097,,0 / 26,7566,2018-03-06 15:00:18:734
-0.268738,0.280716,10.177155,0.080795,0.658679,9.784171,-0.119402,-0.360429,0.221598,-0.4459,-1.3988,-0.6574,63,-3.4943,14.0961,-18.5898,13.9962,-3.8996,-0.6758,5,982.3133,44.32825,50.742893,-1.894647,98.1,NaN,,,19.097,,0 / 26,7606,2018-03-06 15:00:18:774
