ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (°/s),GYROSCOPE Y (°/s),GYROSCOPE Z (°/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.63266,0.903214,10.380661,-0.615718,0.58741,9.769659,0.021754,0.309189,0.372577,2.9314,5.7168,-40.0116,36.0,1.7853,2.4841,-32.6843,356.6718,-3.4784,3.0649,5.0,993.1567,53.17865,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,4460,2018-03-16 11:57:29:899
-0.941513,0.80983,10.263336,-0.578986,0.6174,9.770056,-0.349496,0.183325,0.274591,14.0398,-10.0908,-31.8328,36.0,2.3865,2.6337,-32.6843,1.1423,-3.4573,3.6406,5.0,993.16,53.17865,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,4500,2018-03-16 11:57:29:939
-0.965454,0.752365,9.956879,-0.567836,0.720762,9.76363,-0.413481,0.032037,-0.030415,19.5328,3.9473,-30.3072,36.0,2.3865,2.6337,-33.1345,358.7712,-4.0364,3.2705,5.0,993.16,53.17865,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,4540,2018-03-16 11:57:29:979
-0.726028,0.807434,10.392624,-0.584675,0.850887,9.752155,-0.192662,-0.065252,0.293426,16.6032,-8.504,-26.5226,36.0,1.3351,2.034,-33.5846,12.5487,-4.7469,3.4871,5.0,993.1434,53.17865,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,4580,2018-03-16 11:57:30:019
-0.350143,0.726044,10.129272,-0.519958,0.95941,9.745747,0.206968,-0.261503,0.108202,24.0493,-6.3069,-35.4339,36.0,1.3351,1.2848,-33.5846,13.025,-5.2179,3.2779,5.0,993.11,53.17865,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,4620,2018-03-16 11:57:30:059
-0.354935,0.769135,8.747818,-0.572156,1.087611,9.729343,0.117403,-0.192974,-1.251344,10.1336,16.7649,-50.6925,36.0,0.8865,1.2848,-33.5846,10.128,-6.2102,3.0908,5.0,993.11,53.17865,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,4660,2018-03-16 11:57:30:099
-1.295853,1.121079,8.766968,-0.710051,1.036569,9.725829,-0.464516,0.078541,-1.042374,-13.7924,6.2667,-32.8094,36.0,0.5859,0.9842,-33.5846,16.2752,-6.2852,4.0039,5.0,993.0833,53.17865,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,4701,2018-03-16 11:57:30:140
-1.032486,0.879272,9.588181,-0.766865,0.892613,9.735787,-0.203557,-0.02527,-0.423161,-22.8253,2.6656,-26.6449,36.0,0.5859,0.9842,-33.7357,20.4849,-5.575,4.3891,5.0,993.08,48.5049,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,4741,2018-03-16 11:57:30:180
-0.86969,0.615906,10.222641,-0.72259,0.740439,9.751924,-0.335064,0.004422,-0.123791,-33.8122,-29.3779,-19.1376,36.0,0.5859,0.9842,-33.7357,20.4849,-5.575,4.3891,5.0,993.08,48.5049,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,4781,2018-03-16 11:57:30:220
-0.587173,0.457886,10.038284,-0.537875,0.503317,9.778944,-0.014525,-0.030437,0.222803,-22.6426,-15.401,-19.4428,36.0,0.7355,1.2848,-33.7357,23.0384,-4.3302,4.2377,5.0,993.0866,48.5049,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,4820,2018-03-16 11:57:30:259
-0.704483,0.467468,9.746201,-0.474359,0.343223,9.789156,-0.209833,0.111362,-0.246556,-25.6946,-7.0396,-17.9775,36.0,0.2853,2.4841,-33.7357,9.2332,-2.7118,3.0217,5.0,993.0967,48.5049,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,4861,2018-03-16 11:57:30:300
-0.663788,0.333389,9.897034,-0.438214,0.111142,9.796224,-0.153419,0.20687,-0.054383,-27.4641,-3.7436,-12.9732,36.0,0.2853,2.6337,-32.8354,27.3073,-2.0057,2.7742,5.0,993.0967,48.5049,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,4901,2018-03-16 11:57:30:340
-0.292679,0.046082,10.131668,-0.382789,-0.037973,9.799104,0.087901,0.06588,0.202329,-31.004,-17.5377,-15.2926,36.0,-1.0635,3.3844,-32.8354,36.2564,-0.6494,2.5613,5.0,993.0967,48.5049,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,4941,2018-03-16 11:57:30:380
-0.675751,-0.140671,10.684723,-0.263999,-0.236333,9.800247,-0.395618,0.126799,0.663898,-20.6283,-10.2744,-13.3998,36.0,-1.0635,4.8843,-32.9849,30.5481,0.9878,1.7809,5.0,993.08,48.5049,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,4980,2018-03-16 11:57:30:419
-0.785889,-0.224457,10.873871,-0.261464,-0.335338,9.797427,-0.512854,0.094109,0.844235,-2.0738,7.4872,-3.4516,36.0,-1.0635,5.484,-33.4351,24.9896,1.9181,1.4155,5.0,993.08,48.5049,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5020,2018-03-16 11:57:30:459
-0.532104,-0.341782,10.493195,-0.283311,-0.319087,9.797361,-0.268924,0.044141,0.579355,4.0295,-3.9875,1.4924,36.0,-1.0635,5.9341,-33.4351,21.6644,1.9261,1.6365,5.0,993.08,55.76956,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5060,2018-03-16 11:57:30:499
-0.450699,-0.210098,10.483612,-0.232717,-0.300979,9.799268,-0.30975,0.125134,0.395923,0.8559,-12.9601,1.9802,36.0,-1.3641,5.0339,-32.8354,24.1029,1.7588,1.3604,5.0,993.07,55.76956,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5100,2018-03-16 11:57:30:539
-0.426758,-0.174179,10.282501,-0.173834,-0.256562,9.801753,-0.269305,0.049934,0.311729,11.6592,-0.0201,2.0414,36.0,-1.5137,4.8843,-32.6843,32.0038,1.4991,1.016,5.0,993.07,55.76956,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5141,2018-03-16 11:57:30:580
-0.702087,-0.078415,9.566635,-0.180189,-0.199688,9.802961,-0.548928,0.135381,-0.471232,8.0581,-0.5691,2.8964,36.0,-1.3641,4.8843,-32.6843,31.0553,1.1668,1.053,5.0,993.08,55.76956,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5181,2018-03-16 11:57:30:620
-0.309448,-0.107147,10.114899,-0.085662,-0.206304,9.804106,-0.410991,0.179209,0.229023,2.0764,-16.5603,12.6008,36.0,-1.6647,5.0339,-32.6843,31.0553,1.1668,1.053,5.0,993.06,55.76956,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5220,2018-03-16 11:57:30:659
-0.469849,-0.05687,9.947311,-0.023018,-0.14757,9.805513,-0.449914,0.04014,-0.127772,9.8888,-1.8517,15.1641,34.0,-1.9638,4.4342,-32.6843,26.5141,1.1445,0.2869,5.0,993.06,55.76956,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5260,2018-03-16 11:57:30:699
-0.819412,0.036499,10.141235,0.006336,-0.079065,9.806329,-0.802739,0.137138,0.094055,7.753,-8.26,24.503,34.0,-1.9638,4.4342,-32.8354,30.6699,0.8622,0.1345,5.0,993.06,55.76956,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5301,2018-03-16 11:57:30:740
0.186157,-0.080811,10.093353,0.075488,-0.043912,9.806261,0.168109,-0.054033,0.023808,10.1939,0.7125,31.3992,34.0,-1.5137,4.2847,-33.1345,27.9207,0.4619,-0.037,5.0,993.06,55.76956,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5340,2018-03-16 11:57:30:779
-0.31662,0.024536,10.167572,0.049917,0.036512,9.806456,-0.535258,-0.030765,0.171834,9.8285,-0.8139,29.6297,34.0,-1.5137,4.2847,-33.1345,23.6186,0.1189,-0.4875,5.0,993.06,59.95731,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5380,2018-03-16 11:57:30:819
-0.208893,0.153824,10.653595,0.162436,0.092327,9.80487,-0.158911,-0.093775,0.67148,17.4573,-20.345,49.2832,34.0,-1.5137,3.685,-32.6843,23.958,-0.2133,-0.2916,5.0,993.06,59.95731,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5421,2018-03-16 11:57:30:860
-0.642242,0.113113,10.526703,0.157542,0.275765,9.801506,-0.665854,-0.197948,0.464377,31.7393,24.0274,39.5176,34.0,-1.6647,3.5339,-32.6843,18.6281,-0.5394,-0.9491,5.0,993.0633,59.95731,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5461,2018-03-16 11:57:30:900
-0.093964,0.328598,10.071808,0.153128,0.511149,9.792123,-0.408914,-0.116306,0.109859,29.6035,-11.1285,46.7198,34.0,-1.5137,3.2349,-32.9849,20.512,-1.6114,-0.9209,5.0,993.0633,59.95731,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5500,2018-03-16 11:57:30:939
-0.165787,0.572815,9.518753,0.13577,0.655985,9.783744,-0.271542,-0.092526,-0.493638,28.2606,22.3794,39.9443,34.0,-1.3641,3.2349,-33.5846,17.46,-2.9878,-0.8959,5.0,993.07,59.95731,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5540,2018-03-16 11:57:30:979
-0.702087,1.109116,9.327209,-0.043125,0.816098,9.772539,-0.853092,0.359096,-0.626321,16.8471,25.2488,50.7475,34.0,-0.7645,2.6337,-33.5846,6.9661,-4.1054,-0.5677,5.0,993.1066,59.95731,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5582,2018-03-16 11:57:31:021
-0.484222,1.173752,8.956116,-0.171659,0.923215,9.761588,-0.232134,0.251565,-0.952984,6.0438,12.9802,48.9168,34.0,0.1358,1.8845,-33.4351,352.3904,-5.0455,0.6006,5.0,993.1066,59.95731,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5620,2018-03-16 11:57:31:059
-0.055664,1.353317,8.987228,-0.310489,0.964755,9.754139,0.280943,0.318599,-0.925269,5.7999,39.4083,42.1422,34.0,0.1358,1.5839,-33.4351,7.0962,-5.4754,1.1108,5.0,993.1501,59.95731,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5660,2018-03-16 11:57:31:099
-0.180161,1.74118,8.810059,-0.494706,0.993122,9.743683,0.414883,0.782565,-1.219209,2.4427,29.3377,40.1891,34.0,0.8865,1.5839,-33.4351,14.6156,-5.7498,2.3972,5.0,993.19,59.95731,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5700,2018-03-16 11:57:31:139
1.242004,1.657379,9.035126,-0.621425,0.972089,9.738545,2.346226,0.779216,-0.815248,-13.4873,32.7561,36.4656,34.0,2.2354,1.5839,-33.4351,359.8189,-5.7737,3.4391,5.0,993.19,55.70534,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5740,2018-03-16 11:57:31:179
2.010544,1.781876,9.533112,-0.875403,0.870554,9.728628,2.948704,0.863742,-0.262023,-27.0375,43.986,4.2996,34.0,3.2852,1.5839,-33.4351,355.8642,-5.3587,4.5586,5.0,993.2134,55.70534,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5780,2018-03-16 11:57:31:219
2.314606,0.742798,11.388611,-1.134981,0.665925,9.71796,3.394734,0.216851,1.309098,-37.4133,48.0758,-24.0204,34.0,5.0858,3.0838,-33.1345,347.7869,-3.8937,6.6615,5.0,993.2333,55.70534,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5821,2018-03-16 11:57:31:260
3.686478,-0.925964,12.281662,-1.424205,0.447971,9.692335,4.956853,-1.028444,2.492456,-2.8676,36.0512,-85.3605,34.0,5.2353,3.0838,-32.6843,358.1084,-2.6182,8.3593,5.0,993.2333,55.70534,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5860,2018-03-16 11:57:31:299
5.000901,-3.231583,12.88739,-1.509844,0.278597,9.685719,6.035631,-3.043313,2.744474,-5.6137,-20.1011,-125.4604,34.0,5.0858,3.5339,-32.6843,2.8821,-2.0346,9.0635,5.0,993.2667,55.70534,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5901,2018-03-16 11:57:31:340
5.869995,-4.581909,12.389389,-1.291786,0.138106,9.720217,7.201134,-4.76989,2.414046,24.4768,-10.9458,-213.0459,34.0,4.4861,4.2847,-32.6843,4.89,-0.8069,7.5701,5.0,993.2634,55.70534,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5940,2018-03-16 11:57:31:379
3.499725,-5.716766,10.928925,-1.110525,3.83E-4,9.743568,4.67596,-5.662089,0.942273,10.1336,-31.8197,-265.4144,34.0,3.5858,4.4342,-32.6843,356.6063,-0.0022,6.5022,5.0,993.2634,55.70534,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,5980,2018-03-16 11:57:31:419
5.115814,-8.115753,11.273697,-0.714371,-0.250538,9.777387,6.094329,-8.188275,1.226448,10.8654,-32.6739,-317.844,34.0,1.6357,4.4342,-32.9849,7.4064,1.4639,4.1788,5.0,993.2534,55.70534,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6020,2018-03-16 11:57:31:459
3.171723,-10.605713,10.550644,-0.519872,-0.323792,9.787506,4.76193,-9.811355,0.686858,20.0818,-32.8575,-390.7192,36.0,-1.9638,2.9343,-33.1345,7.4064,1.4639,4.1788,5.0,993.2034,55.59207,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6060,2018-03-16 11:57:31:499
1.016937,-11.46524,9.825211,-0.022079,-0.406603,9.798193,1.034815,-10.879252,0.13569,11.7204,-43.1108,-405.3071,36.0,-1.9638,0.3845,-33.8852,94.6935,2.1296,1.9853,5.0,993.2034,55.59207,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6101,2018-03-16 11:57:31:540
1.117493,-12.791626,9.049484,0.497269,-0.502362,9.781142,0.519974,-12.46061,-0.981383,-23.6803,-43.5384,-426.7913,36.0,-3.6148,-0.9659,-33.8852,124.1671,2.3763,0.1291,5.0,993.1867,55.59207,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6141,2018-03-16 11:57:31:580
-2.01651,-14.278427,10.447693,0.836154,-0.636184,9.750205,-2.116653,-13.604145,-0.07931,-34.9111,-29.8666,-454.3796,36.0,-6.6147,-3.8162,-33.8852,125.4986,2.9364,-2.9104,5.0,993.1934,55.59207,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6181,2018-03-16 11:57:31:620
-3.589508,-12.106888,10.028717,1.213569,-0.54562,9.715962,-4.873146,-11.857697,0.273921,13.0021,-39.7537,-436.1293,39.0,-6.4636,-6.665,-32.8354,162.8533,3.8972,-5.7409,5.0,993.1934,55.59207,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6220,2018-03-16 11:57:31:659
-3.309372,-8.012802,8.010407,1.610905,-0.023362,9.673409,-4.983104,-7.894285,-1.867743,-2.3789,-38.1669,-416.1104,39.0,-5.864,-9.5154,-32.6843,171.5606,2.2831,-7.9398,5.0,993.2233,55.59207,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6260,2018-03-16 11:57:31:699
-4.884765,-6.468536,9.660004,1.580216,0.122359,9.677724,-6.23363,-6.708673,-0.448949,-39.8542,36.7838,-334.5066,42.0,-5.4138,-11.1649,-32.6843,177.4281,0.1365,-9.4547,5.0,993.2366,55.59207,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6301,2018-03-16 11:57:31:740
-4.879974,-6.573883,12.509109,1.172766,0.066538,9.736046,-6.033797,-6.626431,2.596692,-31.9203,31.4132,-260.5316,42.0,-1.6647,-11.615,-32.6843,185.1446,-0.7831,-8.5478,5.0,993.2366,55.59207,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6340,2018-03-16 11:57:31:779
-4.398742,-4.591491,11.10611,0.951425,0.099322,9.759882,-5.424786,-4.628718,0.989992,0.3681,7.7311,-253.8181,44.0,0.7355,-11.9156,-32.6843,200.4827,-0.2697,-5.9666,5.0,993.2534,55.15192,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6380,2018-03-16 11:57:31:819
-4.647735,-2.436706,9.190735,0.913887,0.169723,9.762499,-5.669503,-2.959036,-0.650916,-13.6709,-8.8703,-213.2907,44.0,1.1856,-11.9156,-32.6843,199.6507,-0.8443,-5.4193,5.0,993.27,55.15192,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6420,2018-03-16 11:57:31:859
-2.998138,-1.58197,9.978439,0.860615,0.118618,9.768094,-4.096987,-1.675869,-0.318921,-23.4364,17.3139,-158.4202,47.0,4.0359,-12.2162,-32.3853,203.4932,-0.8782,-5.2264,5.0,993.27,55.15192,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6460,2018-03-16 11:57:31:899
-2.773071,-1.730408,10.347137,0.61441,0.120866,9.786637,-3.378186,-1.906828,0.414598,13.1848,40.8736,-143.6495,47.0,4.0359,-11.7661,-32.5348,208.8533,-0.5142,-4.2772,5.0,993.28,55.15192,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6500,2018-03-16 11:57:31:939
-3.994125,-0.339386,8.726273,0.482985,0.251356,9.791523,-4.453375,-0.408512,-1.291392,-5.1258,-38.0454,-107.8824,44.0,6.5857,-11.7661,-31.6345,214.0435,-1.06,-2.9633,5.0,993.27,55.15192,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6540,2018-03-16 11:57:31:979
-0.448303,-0.322617,9.525925,0.756525,0.187644,9.775625,-2.036523,-0.461686,-0.706645,-17.821,-51.5947,-83.9565,44.0,6.2866,-11.7661,-31.7856,215.2665,-1.3369,-3.537,5.0,993.27,55.15192,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6580,2018-03-16 11:57:32:019
-1.657379,0.388458,9.324814,0.808057,0.274772,9.769439,-2.597456,0.161738,-0.70752,24.6595,19.5722,-83.4686,47.0,6.1356,-11.4655,-31.7856,220.36,-1.1749,-5.0624,5.0,993.2634,55.15192,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6620,2018-03-16 11:57:32:059
-0.19931,0.795471,8.642471,0.790728,0.413149,9.765984,-0.269402,0.211367,-1.105307,-10.9239,-14.852,-52.4628,47.0,5.5359,-11.4655,-31.7856,221.0911,-2.3789,-4.4166,5.0,993.27,55.15192,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6660,2018-03-16 11:57:32:099
2.168549,-0.545288,10.045471,0.788198,0.344261,9.76886,1.405794,-0.778908,-0.039505,-25.0232,22.3794,-98.1169,47.0,5.6854,-11.4655,-31.7856,220.8561,-2.0118,-4.6129,5.0,993.27,55.15192,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6700,2018-03-16 11:57:32:139
-0.831375,-1.12468,11.568176,0.637931,0.194162,9.783953,-1.532675,-1.319241,1.583431,-19.8956,-1.6069,-114.4132,47.0,6.8863,-9.816,-31.7856,220.8561,-2.0118,-4.6129,5.0,993.28,56.33748,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6740,2018-03-16 11:57:32:179
-0.826599,-0.842163,11.673523,0.657343,0.236106,9.781746,-0.612719,-0.627443,1.889396,9.5225,-2.767,-92.7463,47.0,6.7352,-9.816,-31.7856,224.0444,-1.1345,-3.7305,5.0,993.28,56.33748,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6780,2018-03-16 11:57:32:219
0.2939,-0.212494,11.074982,0.4046,0.51937,9.784526,-0.081988,-0.768131,1.116895,43.0925,41.9114,-81.7594,47.0,7.7866,-9.816,-31.9351,224.6574,-1.3796,-3.8446,5.0,993.28,56.33748,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6820,2018-03-16 11:57:32:259
-0.735611,0.405212,10.557831,0.193161,0.755185,9.775621,-0.945467,-0.392353,0.543517,19.8991,-5.2692,-72.7877,47.0,8.8364,-9.816,-31.9351,228.2638,-3.0359,-2.3679,5.0,993.2767,56.33748,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6860,2018-03-16 11:57:32:299
-0.082001,0.242401,11.422134,0.2361,0.840885,9.767679,-0.309684,-0.58738,1.363739,20.2042,2.5432,-66.6233,44.0,9.8862,-10.7162,-31.485,232.4513,-4.581,-1.1907,5.0,993.27,56.33748,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6900,2018-03-16 11:57:32:339
-0.261566,0.192123,10.440521,0.182109,1.057398,9.747775,-0.459204,-0.812762,0.285324,34.4862,-5.4519,-71.9327,44.0,9.8862,-10.7162,-30.7358,232.6557,-5.2374,-1.2514,5.0,993.27,56.33748,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6940,2018-03-16 11:57:32:379
-0.27832,0.73082,9.226654,0.202664,1.226325,9.727561,-0.441923,-0.54154,-0.742595,28.2606,-14.7908,-68.6367,44.0,9.436,-10.7162,-30.1346,235.3574,-6.7143,-1.1107,5.0,993.2466,56.33748,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,6980,2018-03-16 11:57:32:419
-0.575195,0.881653,9.727036,0.20935,1.379642,9.706861,-0.753091,-0.523086,-0.233834,12.3306,-6.3069,-42.2698,44.0,9.5856,-11.1649,-29.985,234.322,-7.6575,-1.2535,5.0,993.22,56.33748,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7020,2018-03-16 11:57:32:459
-0.046082,0.958267,10.035889,0.19528,1.447461,9.697274,-0.219492,-0.537572,0.108038,15.5042,-1.4854,-46.3596,44.0,9.5856,-11.1649,-30.1346,238.1747,-8.2732,-1.2164,5.0,993.22,55.50919,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7060,2018-03-16 11:57:32:499
-1.061218,0.965454,9.396637,0.138554,1.550651,9.682287,-1.142146,-0.601972,-0.515347,5.6163,-2.5223,-45.5046,42.0,10.6354,-11.1649,-29.8355,241.5515,-8.9547,-0.938,5.0,993.21,55.50919,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7100,2018-03-16 11:57:32:539
-1.322189,0.687729,10.155609,0.154543,1.512325,9.688106,-1.164975,-0.894048,0.470454,-9.8862,-19.6124,-21.8234,42.0,10.4858,-11.1649,-29.5349,239.1134,-8.8712,-0.9139,5.0,993.2067,55.50919,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7140,2018-03-16 11:57:32:579
-0.922363,0.596756,10.062225,0.252497,1.52992,9.683283,-1.17153,-0.980538,0.173276,19.8379,-5.8182,-17.9172,42.0,9.5856,-10.5652,-29.6844,239.422,-8.7598,-1.4048,5.0,993.2067,55.50919,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7180,2018-03-16 11:57:32:619
-1.326981,1.070801,9.008789,0.234362,1.639126,9.665854,-1.588539,-0.609036,-0.891312,13.4296,1.2616,-2.4138,42.0,9.8862,-10.7162,-29.5349,241.2936,-9.6218,-1.3889,5.0,993.1967,55.50919,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7220,2018-03-16 11:57:32:659
-0.960663,0.939117,9.585785,0.247097,1.637493,9.665812,-1.213489,-0.707616,-0.656116,-12.9382,-11.6775,6.2527,42.0,9.8862,-10.7162,-29.5349,241.3502,-9.6121,-1.4644,5.0,993.19,55.50919,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7260,2018-03-16 11:57:32:699
-1.710052,0.694916,10.399811,0.313149,1.553394,9.677773,-1.735883,-0.877246,0.012326,-10.3137,-7.4662,18.155,42.0,8.9859,-10.7162,-29.5349,241.3502,-9.6121,-1.4644,5.0,993.19,55.50919,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7300,2018-03-16 11:57:32:739
-1.367676,0.630264,10.169968,0.346737,1.490152,9.686569,-1.975055,-0.841785,0.385468,4.3346,4.0085,39.1513,42.0,8.9859,-10.7162,-29.6844,237.8993,-8.8417,-2.0337,5.0,993.18,55.50919,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7340,2018-03-16 11:57:32:779
-0.299866,0.67337,9.892242,0.396081,1.471733,9.687492,-0.910933,-0.87881,-0.19101,-7.2004,-8.4428,43.3014,42.0,8.9859,-10.7162,-29.985,237.7542,-8.7592,-2.0639,5.0,993.1934,49.27959,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7382,2018-03-16 11:57:32:821
-0.582382,0.876877,9.892242,0.469739,1.3961,9.695393,-1.101135,-0.554607,-0.032354,-7.1401,0.285,39.5176,42.0,8.9859,-11.4655,-30.4352,237.7153,-8.4763,-2.5412,5.0,993.1967,49.27959,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7421,2018-03-16 11:57:32:860
-1.470627,0.860107,10.107727,0.512092,1.300165,9.706581,-1.978731,-0.489751,0.209531,-11.0463,-4.415,54.1659,42.0,8.5358,-11.4655,-30.4352,237.112,-8.031,-2.8224,5.0,993.1967,49.27959,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7460,2018-03-16 11:57:32:899
-0.678146,0.71167,10.141235,0.527885,1.260328,9.710988,-1.353333,-0.506717,0.391148,5.6163,12.7363,67.8377,42.0,7.9361,-11.4655,-30.4352,233.5045,-7.3839,-3.1115,5.0,993.19,49.27959,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7500,2018-03-16 11:57:32:939
-1.070801,0.630264,9.62648,0.493821,1.257174,9.713189,-1.356671,-0.63726,-0.346129,-5.6137,6.7546,68.5091,42.0,7.9361,-11.4655,-30.4352,233.3505,-7.4085,-2.9645,5.0,993.1833,49.27959,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7541,2018-03-16 11:57:32:980
-0.670975,0.460281,10.234619,0.502601,1.171248,9.723475,-1.325983,-0.686689,0.185159,-7.5668,4.6791,78.5797,42.0,8.2352,-11.4655,-30.4352,232.5573,-7.0584,-2.9117,5.0,993.1833,49.27959,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7581,2018-03-16 11:57:33:020
-0.527313,0.290298,10.323196,0.481825,1.124787,9.73001,-1.033142,-0.85261,0.471354,5.7387,18.1069,79.0073,42.0,8.3862,-11.7661,-30.7358,228.6999,-6.6031,-2.9216,5.0,993.18,49.27959,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7620,2018-03-16 11:57:33:059
-0.350143,0.505768,9.782104,0.422425,1.133527,9.731755,-1.051441,-0.695216,-0.034989,3.5416,14.3843,81.8145,44.0,7.9361,-11.9156,-30.7358,228.3244,-6.6036,-2.6759,5.0,993.19,49.27959,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,7661,2018-03-16 11:57:33:100
