ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (°/s),GYROSCOPE Y (°/s),GYROSCOPE Z (°/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.954254,0.694916,10.177155,-0.761505,1.079091,9.717307,-0.924706,-0.470054,0.3836,7.8142,2.9707,-52.4016,31.0,2.8366,2.1851,-33.1345,1.7825,-6.0733,3.7641,5.0,993.1733,49.53615,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10940,2018-03-16 11:57:36:379
-1.394012,0.931931,10.339951,-0.780316,1.082229,9.715466,-0.804634,-0.280933,0.42492,11.5368,0.834,-34.4574,29.0,2.8366,2.1851,-33.4351,356.4758,-6.3444,4.5928,5.0,993.1733,49.53615,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,10980,2018-03-16 11:57:36:419
-1.401199,1.269516,9.516357,-0.843819,1.172409,9.69968,-0.508514,0.039673,-0.294546,18.6778,6.3882,-32.5043,29.0,2.9861,2.034,-33.4351,356.8602,-6.4315,4.6539,5.0,993.17,49.53615,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11020,2018-03-16 11:57:36:459
-1.791458,1.470627,9.315247,-0.86648,1.226501,9.69099,-0.90605,0.199389,-0.582652,-1.7686,-12.2275,-26.7673,26.0,2.8366,0.5341,-32.9849,359.4977,-7.0742,5.1025,0.0,993.17,45.97916,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11060,2018-03-16 11:57:36:499
-1.437118,1.133057,10.323196,-0.794497,1.179463,9.702991,-0.650394,-0.044672,0.362535,-5.4921,-14.4245,-17.6724,26.0,2.2354,0.235,-32.8354,12.3116,-7.1311,5.0202,0.0,993.17,45.97916,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11100,2018-03-16 11:57:36:539
-1.370071,0.910385,10.177155,-0.808729,1.211746,9.697836,-0.592406,-0.322369,0.168614,10.2551,4.0085,-14.6212,23.0,2.2354,0.235,-32.8354,9.5066,-6.8957,4.62,0.0,993.16,45.97916,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11140,2018-03-16 11:57:36:579
-1.468231,0.998978,9.62648,-0.831605,1.237153,9.692692,-0.712816,-0.260733,-0.376246,-2.684,-2.8886,-6.2589,23.0,2.2354,0.5341,-33.1345,8.8894,-7.2142,4.8623,0.0,993.16,45.97916,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11180,2018-03-16 11:57:36:619
-1.042068,1.061218,9.846756,-0.824265,1.216996,9.695869,-0.315834,-0.194471,-0.130311,-4.3932,-2.7058,-4.7333,23.0,2.3865,0.5341,-33.5846,9.6505,-7.1287,4.8591,0.0,993.16,45.97916,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11220,2018-03-16 11:57:36:659
-1.446686,1.061218,9.897034,-0.800016,1.166915,9.704054,-0.617185,-0.09175,-0.086595,-10.1913,-12.4714,-1.7424,23.0,2.3865,0.5341,-33.5846,9.451,-6.9466,4.7978,0.0,993.16,45.97916,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11260,2018-03-16 11:57:36:699
-1.164169,0.943909,10.497971,-0.708103,1.090783,9.720039,-0.449925,-0.156721,0.502253,-6.5902,-9.7856,1.6148,23.0,2.3865,0.5341,-33.5846,6.7265,-6.5061,4.3292,0.0,993.1533,45.97916,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11300,2018-03-16 11:57:36:739
-0.862503,0.998978,10.052658,-0.706805,1.114155,9.717484,-0.145717,-0.133176,0.158598,7.6306,3.581,1.7975,23.0,2.3865,0.6851,-33.7357,5.2312,-6.4102,4.1052,0.0,993.1533,45.97916,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11340,2018-03-16 11:57:36:779
-1.025314,1.068405,9.578598,-0.70646,1.146467,9.713749,-0.36173,-0.094086,-0.525677,-2.0126,-7.6498,1.9802,23.0,1.7853,1.1337,-33.7357,5.8072,-6.6798,4.2142,0.0,993.1434,43.94231,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11380,2018-03-16 11:57:36:819
-0.915176,0.989395,10.126877,-0.650133,1.121216,9.720627,-0.287731,-0.1064,0.159493,-0.7309,-3.6212,4.5444,23.0,1.3351,1.1337,-33.7357,3.8081,-6.6077,3.9165,0.0,993.1301,43.94231,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11420,2018-03-16 11:57:36:859
-0.752365,0.898422,10.00238,-0.655393,1.138723,9.718239,-0.077545,-0.245402,0.07527,4.1519,3.7025,3.9945,21.0,1.3351,1.8845,-33.4351,14.3469,-6.5687,3.7884,0.0,993.1301,43.94231,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11460,2018-03-16 11:57:36:899
-0.931931,0.86969,9.841965,-0.643205,1.125201,9.720627,-0.199026,-0.287697,-0.134138,-6.7738,-7.0999,-1.9863,21.0,1.6357,1.5839,-33.4351,2.3355,-6.6901,3.8809,0.0,993.1301,43.94231,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11501,2018-03-16 11:57:36:940
-0.934326,0.92955,10.21785,-0.609169,1.074806,9.728519,-0.316364,-0.184788,0.269982,-4.9422,-2.3395,0.0271,21.0,1.6357,1.4343,-33.4351,1.2462,-6.4152,3.645,0.0,993.1333,43.94231,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11540,2018-03-16 11:57:36:979
-0.848144,1.056442,9.715073,-0.635366,1.081806,9.726068,-0.17101,-0.091513,-0.007539,3.908,8.0362,-0.2168,21.0,1.6357,1.2848,-33.5846,1.9147,-6.2876,3.6321,0.0,993.1333,43.94231,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11580,2018-03-16 11:57:37:019
-1.128265,1.04686,9.774933,-0.677996,1.082092,9.723157,-0.428075,-0.030451,-0.235261,-5.98,-0.1425,-0.7659,23.0,1.6357,0.6851,-33.4351,3.4045,-6.3945,3.9503,0.0,993.1133,43.94231,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11620,2018-03-16 11:57:37:059
-1.087555,1.089951,10.095749,-0.713676,1.046087,9.724545,-0.367391,0.001157,0.136658,-3.0503,4.6187,1.6751,23.0,1.1856,1.1337,-33.5846,16.1152,-6.2462,4.0344,0.0,993.1066,43.94231,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11660,2018-03-16 11:57:37:099
-0.970245,1.06601,10.174759,-0.761215,1.050057,9.72051,-0.177071,-0.060986,0.200755,2.9314,5.4729,3.018,23.0,1.1856,1.1337,-33.5846,18.6972,-6.1006,4.311,0.0,993.1066,51.9919,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11700,2018-03-16 11:57:37:139
-0.728424,0.946304,10.275314,-0.809993,1.074316,9.713915,0.049587,-0.131125,0.260503,5.5559,9.9893,1.6751,23.0,1.1856,0.9842,-33.5846,20.1174,-6.1997,4.5629,0.0,993.11,51.9919,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11740,2018-03-16 11:57:37:179
-1.552032,1.693298,7.387909,-0.871929,1.107231,9.704852,-0.632117,0.539732,-2.208267,-24.4733,-10.6407,0.1495,21.0,1.6357,0.9842,-33.4351,22.0875,-6.3988,4.9528,0.0,993.1234,51.9919,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11780,2018-03-16 11:57:37:219
-0.917572,0.658997,11.534668,-0.860103,0.994277,9.718128,0.184397,-0.333716,1.729692,7.3255,14.8109,-8.3956,21.0,1.7853,0.9842,-32.9849,11.1266,-6.1571,5.0155,0.0,993.1234,51.9919,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11820,2018-03-16 11:57:37:259
-1.666962,0.994186,9.679153,-0.988921,1.113872,9.692869,-0.621575,-0.12653,-0.275532,19.1053,12.2476,-0.1556,21.0,2.3865,1.1337,-33.1345,13.8436,-6.0324,5.3763,0.0,993.17,51.9919,50.74291,-1.8946033,98.1,NaN,,,18.351,,0 / 24,11860,2018-03-16 11:57:37:299
